idx_NUTS3,1,2,3,4,5,6,7
DE94H,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA15,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA16,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA17,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA18,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA19,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA1A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA1B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA1C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA1D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA1E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA1F,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA26,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA27,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA28,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA29,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA2A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA2B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA2C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA2D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA38,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA43,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA46,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA47,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA51,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA52,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA53,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA54,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA55,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA56,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA57,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA58,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA59,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA5A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA5B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEA5C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB15,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB16,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB17,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB18,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB19,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB1A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB1B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB25,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB38,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB39,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3F,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3G,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3H,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3I,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3J,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEB3K,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEC01,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEC02,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEC03,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEC04,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEC05,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEC06,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED2C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED2D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED2E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED2F,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED43,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED51,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED52,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DED53,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE01,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE02,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE03,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE04,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE05,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE06,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE07,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE08,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE09,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE0A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE0B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE0C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE0D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEE0E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF01,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF02,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF03,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF04,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF05,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF06,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF07,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF08,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF09,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF0A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF0B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF0C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF0D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF0E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEF0F,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG01,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG02,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG03,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG04,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG05,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG06,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG07,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG09,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0F,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0G,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0H,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0I,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0J,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0K,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0L,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0M,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0N,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEG0P,0.299,0.34,0.025,0.025,0.052,0.157,0.157
DEZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EE001,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EE004,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EE006,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EE007,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EE008,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EEZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE011,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE012,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE013,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE021,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE022,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE023,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE024,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IE025,0.299,0.34,0.025,0.025,0.052,0.157,0.157
IEZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL301,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL302,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL303,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL304,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL305,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL306,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL307,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL411,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL412,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL413,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL421,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL422,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL431,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL432,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL433,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL434,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL511,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL512,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL513,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL514,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL515,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL521,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL522,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL523,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL524,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL525,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL526,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL527,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL531,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL532,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL533,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL541,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL542,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL543,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL611,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL612,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL613,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL621,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL622,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL623,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL624,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL631,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL632,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL633,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL641,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL642,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL643,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL644,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL645,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL651,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL652,0.299,0.34,0.025,0.025,0.052,0.157,0.157
EL653,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ELZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES111,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES112,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES113,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES114,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES120,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES130,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES220,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES230,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES241,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES242,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES243,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES300,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES411,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES412,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES413,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES414,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES415,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES416,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES417,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES418,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES419,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES421,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES422,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES423,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES424,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES425,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES431,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES432,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES511,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES512,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES513,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES514,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES521,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES522,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES523,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES531,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES532,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES533,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES611,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES612,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES613,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES614,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES615,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES616,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES617,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES618,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES620,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES630,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES640,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES703,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES704,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES705,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES706,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES707,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES708,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ES709,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ESZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR101,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR102,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR103,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR104,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR105,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR106,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR107,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR108,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR214,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR221,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR222,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR223,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR231,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR232,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR241,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR242,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR243,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR244,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR245,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR246,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR251,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR252,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR253,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR261,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR262,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR263,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR264,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR301,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR302,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR411,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR412,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR413,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR414,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR421,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR422,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR431,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR432,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR433,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR434,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR511,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR512,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR513,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR514,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR515,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR521,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR522,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR523,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR524,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FR531,0.299,0.34,0.025,0.025,0.052,0.157,0.157
